PINGS,OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,ShapeSTArea,ShapeSTLength,PARK_ID,REGION,sum
53,501,Boston College HS Athletic Fields,Private, ,3,Dorchester,19.53, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,807846.7747,4155.800445,NA,INFO_Reallocation From Dept,53
53,926,Boston State Hospital Campus,Commonwealth of Massachusetts, ,3,Mattapan,17.69, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,Private,N,X, ,DCAMM,0,0,770574.5122,4519.76629,NA,INFO_Reallocation From Dept,53
52,59,Cardinal Cushing Park I,BRA,,1,Central Boston,0.35,"IFO 15 New Chardon Street (""One Bowdoin Square"")",Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,15275.91748,486.708447,NA,PARK_Maintenance_Region 1,52
52,115,Harry Ellis Dickson Park,City of Boston, ,1,Fenway/Kenmore,0.08351658, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,PWD,0,0,3649.33252,292.355414,NA,PARK_Maintenance_Ground Maintenance,52
51,184,Walker Playground,City of Boston,A97,3,Mattapan,5.9534334,550 Norfolk Str.,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,259336.1689,2437.938938,NA,PARK_Maintenance_Region 2,51
51,269,Ripley Playground,City of Boston,A97,3,Dorchester,0.82672673,Opposite 24 Ripley Road,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,36854.81519,940.4643369,NA,PARK_Maintenance_Region 2,51
49,708,Edward Everett Square,City of Boston, ,1,Dorchester,0.09,IFO 695-711R Columbia Rd at intersection of Columbia Rd & E Cottage St,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X,Bartlett Pear Park,,0,0,4096.966309,407.4367873,NA,PARK_Maintenance_Ground Maintenance,49
48,664,Bremen Street Park II,Massport,CAT Mit,3,East Boston,0.01, ,Industrial District,"Parks, Playgrounds & Athletic Fields",NULL,Massport,N,X, ,,0,0,424.1584473,84.22527751,NA,INFO_Reallocation From Dept,48
47,295,Blackstone Square,City of Boston,A97,1,South End,2.44443563,1535 Washington Str.,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,106481.5095,1309.759836,NA,PARK_Maintenance_Region 6,47
47,838,Fan Pier Harborwalk,Private, ,1,South Boston,1.66, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,72384.25073,2854.076988,NA,INFO_Reallocation From Dept,47
46,13,Boyden Park,Commonwealth of Massachusetts,A97,1,Allston-Brighton,0.48179081, ,Institutional District,"Malls, Squares & Plazas",DCR, ,X,X, ,,0,0,20987.18262,608.7100182,NA,INFO_Reallocation From Dept,46
46,399,Martini Playground,Commonwealth of Massachusetts,A97/WPA,2,Hyde Park,5.77995247, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,251779.2046,4772.213572,NA,INFO_Reallocation From Dept,46
46,452,Children's Museum Plaza,Private,Ch91/WPA,1,South Boston,0.44,312 Congress Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,19156.11304,1023.812085,NA,INFO_Reallocation From Dept,46
45,15,Hardiman Playground,City of Boston,A97,3,Allston-Brighton,1.47302947,Adair Road/Faneuil Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,64166.30469,1064.40426,NA,PARK_Maintenance_Region 4,45
45,248,Veterans Memorial Park,BHA, ,3,South Boston,0.20177296, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X, ,,0,0,29567.35352,690.5478587,NA,INFO_Reallocation From Dept,45
45,809,Hennigan Schoolyard,City of Boston,100,3,Jamaica Plain,1.86, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,82063.61279,2412.586195,NA,INFO_Reallocation From Dept,45
44,237,Nuestra Playground,BNAN,Land Trust,3,Roxbury,0.23341849, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,10022.42773,406.7570084,NA,INFO_Reallocation From Dept,44
44,306,Kendall & Lenox Streets Garden,Community Group/Nonprofit, ,5,South End,0.43402264, ,Open Space District,Community Gardens,BNAN, ,N, , ,,0,0,18906.36328,633.6945093,NA,PARK_Maintenance_Ground Maintenance,44
44,590,UMass Boston Campus Ctr Oval,Commonwealth of Massachusetts,WPA/Ch91,1,Dorchester,1.66, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,72599.99121,965.4659484,NA,INFO_Reallocation From Dept,44
44,797,BU Grounds East,Private, ,1,Fenway/Kenmore,0.61,594-596 Commonwealth Avenue,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,44774.26807,1789.674397,NA,INFO_Reallocation From Dept,44
43,544,Agassiz Community & School Garden,City of Boston, ,5,Jamaica Plain,0.1863999, ,Commercial/Office/Business District,Community Gardens,NULL, ,N,X, ,,0,0,8370.236816,477.2637081,NA,INFO_Reallocation From Dept,43
43,872,Ceylon Park II,BRA,,3,Roxbury,0.49,Opposite 261 Magnolia Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,21463.99927,1076.76985,NA,INFO_Reallocation From Dept,43
42,364,Fan Pier Plaza,United States of America,Ch91/WPA,1,South Boston,2.36,12 Northern Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,Courthouse Plaza,,0,0,102943.7654,2027.351407,NA,INFO_Reallocation From Dept,42
42,675,Bussey Brook Meadow I,City of Boston,A97,6,Roslindale,24.68,360 South Street,Open Space District,Urban Wilds & Natural Areas,BPRD,BPRD,X,X,Arnold Arboretum III,,0,0,1074839.142,7523.327804,NA,PARK_Maintenance_Ground Maintenance,42
42,881,Mission Main Park,BHA,,3,Mission Hill,0.71,,Residential District,"Parks, Playgrounds & Athletic Fields",,BHA,N,X,,BHA,0,0,31025.38696,701.691617,NA,INFO_Reallocation From Dept,42
42,951,Austin & Main Plaza,BRA, ,1,Charlestown,0.12, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,5205.653076,284.6493896,NA,INFO_Reallocation From Dept,42
41,229,Buena Vista,City of Boston,A97,6,Roxbury,1.34549904, ,Open Space District,Urban Wilds & Natural Areas,BCC,BPRD,X,X,Gendrot Trust,BCC,0,0,64366.50928,989.821796,NA,PARK_Maintenance_Ground Maintenance,41
41,910,Massport Harborwalk,Massport,Airport Mitigat,1,East Boston,3.52985924, ,Industrial District,"Malls, Squares & Plazas",Massport, ,N,X, ,,0,0,107650.762,6328.146858,NA,INFO_Reallocation From Dept,41
40,853,Raymond V. Mellone Park II,City of Boston,100,3,Allston-Brighton,0.48,,Special District,"Parks, Playgrounds & Athletic Fields",,BPRD,N,X,Library Park II,BPL,0,0,20696.44189,955.8660875,NA,INFO_Reallocation From Dept,40
39,6,Ringer Playground,City of Boston,A97,3,Allston-Brighton,10.25585494, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,447031.2051,3765.829384,NA,PARK_Maintenance_Region 4,39
39,285,Quincy/Coleman Garden,Community Group/Nonprofit,Land Trust,5,Dorchester,0.3022826, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,13167.66553,463.3953356,NA,PARK_Maintenance_Ground Maintenance,39
39,338,St Joseph's Cemetery,Private, ,4,West Roxbury,128.2757726, ,Conservation Protection Subdistrict,Cemeteries & Burying Grounds,NULL, ,N, , ,,0,0,5624021.66,25581.04299,NA,INFO_Reallocation From Dept,39
39,357,Nashua Street Park,Commonwealth of Massachusetts,A97/Ch91/WPA,2,Central Boston,2.03353691, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,New Charles River Reservation,,0,0,88582.44409,1848.828092,NA,INFO_Reallocation From Dept,39
38,105,East Boston Greenway,City of Boston,A97/WPA,2,East Boston,2.61096403,144 Marginal Str.,Residential District,"Parkways, Reservations & Beaches",BPRD, ,X,X, ,,0,0,152528.7354,5457.495376,NA,PARK_Maintenance_Region 1,38
37,261,Gallivan/Hallet Circle,Commonwealth of Massachusetts,A97,1,Dorchester,0.47798957, ,Commercial/Office/Business District,"Malls, Squares & Plazas",DCR, ,X,X, ,,0,0,20821.59619,688.441615,NA,INFO_Reallocation From Dept,37
37,447,Liberty Square,City of Boston,Browne Fund,1,Central Boston,0.02934972, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,1278.496826,146.2800948,NA,INFO_Reallocation From Dept,37
37,662,East Boston Memorial Park II,Massport,CAT Mit,3,East Boston,3.06, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,,N,X, ,,0,0,133420.7878,5499.074763,NA,INFO_Reallocation From Dept,37
37,770,North Square,City of Boston, ,1,Central Boston,0.06604965,Between Gdn Court & Moon St.,Residential District,"Malls, Squares & Plazas",NULL,PWD,N,X, ,PWD,0,0,2935.194336,257.7060925,NA,PARK_Maintenance_Region 1,37
36,687,Hawkins-New Sudbury Mall I,BRA,,1,Central Boston,0.1,35 New Sudbury Street; 42 New Sudbury Street,Special District,"Malls, Squares & Plazas",NULL,NULL,N,X, ,BRA,0,0,4202.968262,396.7817565,NA,INFO_Reallocation From Dept,36
35,301,Waltham Square,City of Boston,A97,1,South End,0.1184051,Opposite 75 Union Park Str.,Industrial District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,5157.818115,341.2405417,NA,PARK_Maintenance_Region 6,35
35,781,Shubow Park II,City of Boston,,3,Allston-Brighton,0.16,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,N,X,Chiswick Park,BPWD,0,0,6776.513672,671.2075211,NA,PARK_Maintenance_Region 4,35
34,132,Connell Fields/Hickey Courts,Commonwealth of Massachusetts,A97,3,Hyde Park,4.1483742, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X,Smith Pond Playground,,0,0,731043.5374,3936.998764,NA,INFO_Reallocation From Dept,34
34,214,Highland Park,City of Boston,A97,3,Roxbury,3.63253278,58 Beech Glen Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,158235.9409,1557.901238,NA,PARK_Maintenance_Region 5,34
34,458,Kennedy Library Harborwalk,United States of America,Ch91/WPA,1,Dorchester,3.32160247, ,Industrial District,"Malls, Squares & Plazas",NULL,US GSA,N,X,JFK Library Harborwalk,,0,0,146345.6274,3992.18554,NA,INFO_Reallocation From Dept,34
33,83,St Francis De Sales Cemetery,Private, ,4,Charlestown,1.79538401, ,Residential District,Cemeteries & Burying Grounds,NULL, ,N, , ,,0,0,78208.3186,1357.770161,NA,INFO_Reallocation From Dept,33
33,466,Peabody Square,City of Boston,A97,1,Dorchester,0.04662133,Ashmont St. & Dorchester Ave.,Commercial/Office/Business District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,2030.861816,187.6061494,NA,PARK_Maintenance_Ground Maintenance,33
33,625,BPL Courtyard,City of Boston, ,1,Back Bay/Beacon Hill,0.19,230 Dartmouth Street,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,8132.181396,435.7599665,NA,INFO_Reallocation From Dept,33
32,403,Colella Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.68814713, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,29976.22217,712.7367002,NA,INFO_Reallocation From Dept,32
32,442,Oak Square,City of Boston,A97,1,Allston-Brighton,0.27145612,427 Faneuil Str.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,11824.8396,558.0038821,NA,PARK_Maintenance_Region 4,32
32,585,Canterbury Brookside I,Commonwealth of Massachusetts,WPA/100,6,Mattapan,3.57, ,Special District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,136589.8826,2414.954287,NA,INFO_Reallocation From Dept,32
32,1820,Columbia Park,City of Boston,A97,3,South Boston,0.34,"Columbia Road, Farragut Road, East Sixth Street",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,McGrail Memorial,BPRD,0,0,14780.40723,545.2428242,NA,PARK_Maintenance_Ground Maintenance,32
31,422,Havey Beach,Commonwealth of Massachusetts,A97/WPA,2,West Roxbury,15.3277103, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Roche Family Rink,DCR,0,0,662021.0001,7696.022508,NA,INFO_Reallocation From Dept,31
31,463,Chandler/Tremont Plaza,City of Boston, ,1,South End,0.23, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,10189.42041,702.1217969,NA,INFO_Reallocation From Dept,31
31,583,St. John Chrysostom Tract,Private,100,6,West Roxbury,4.31, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,187543.7664,2206.760472,NA,INFO_Reallocation From Dept,31
31,801,Webster Avenue Playground,City of Boston,A97,3,Central Boston,0.06,17-19 Unity Street,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,,X,X,,BPRD,0,0,2456.517578,201.6126838,NA,PARK_Maintenance_Ground Maintenance,31
31,877,Old West Church Yard,Private,,3,Central Boston,0.19,131 Cambridge Street,Special District,"Parks, Playgrounds & Athletic Fields",,,N,X,,,0,0,8183.076172,416.75542,NA,INFO_Reallocation From Dept,31
30,35,Coppens Square,City of Boston,A97,1,Dorchester,0.35701954,Opposite 344 Bowdoin Str.,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Rev. Francis X. Coppens Square,BPRD,0,0,15552.04785,489.7137407,NA,PARK_Maintenance_Region 2,30
30,92,Temple Ohabei Shalom Cemetery,Private, ,4,East Boston,2.33948186, ,Open Space District,Cemeteries & Burying Grounds,NULL, ,N, , ,,0,0,101909.6421,1291.848112,NA,INFO_Reallocation From Dept,30
30,189,Pagel Playground,City of Boston,A97,3,Roslindale,2.72504189,365 Hyde Park Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, , ,0,0,118355.5286,1652.934228,NA,PARK_Maintenance_Region 4,30
30,424,South Street Mall & Courts,City of Boston,A97,3,Jamaica Plain,0.08138799,South & Child Sts,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,0,0,18660.5332,548.881868,NA,INFO_Reallocation From Dept,30
30,963,Union Park Street Playground,Boston Water & Sewer Commission,Lease,3,South End,0.41, ,Special District,"Parks, Playgrounds & Athletic Fields",BPRD, ,N,X, ,,0,0,17848.90332,576.866325,NA,INFO_Reallocation From Dept,30
29,11,Jackson Square,City of Boston,A97,1,Allston-Brighton,0.12031326,Opposite 63 Chestnut Hill Ave,Open Space District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Viola Square,BPRD,0,0,5240.938721,277.7903215,NA,PARK_Maintenance_Region 4,29
29,244,Dorchester Heights NHS,United States of America,A97/NRHP,1,South Boston,4.40398348, ,Residential District,"Malls, Squares & Plazas",National Park Service, ,X,X,Thomas Park/Telegraph Hill,,0,0,191840.9309,1787.912991,NA,INFO_Reallocation From Dept,29
29,760,Spencer Street Garden,BNAN,Land Trust,5,Dorchester,0.1029241, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,4512.641602,280.3842571,NA,PARK_Maintenance_Region 2,29
28,48,Clarendon Street Playlot,City of Boston,A97,3,Back Bay/Beacon Hill,0.33235436, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,14108.89966,475.6489393,NA,PARK_Maintenance_Region 1,28
28,722,Centre Street IV,Commonwealth of Massachusetts,A97,2,West Roxbury,0.32,NW side (outbound) of Centre St btwn Allandale St & VFW Parkway,Conservation Protection Subdistrict & Residntl Dst,"Parkways, Reservations & Beaches",DCR,DCR,X,X, ,,0,0,13753.31567,3260.993011,NA,INFO_Reallocation From Dept,28
27,152,Mother Brook Reservation,Commonwealth of Massachusetts,A97,2,Hyde Park,30.39060995, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X,Mill Pond Reservation,,0,0,1323838.504,8917.915798,NA,INFO_Reallocation From Dept,27
27,765,Laviscount Park,City of Boston,A97,3,Roxbury,0.64,80 Humboldt Ave.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Townsend Street Plaza,BPRD,0,0,50272.57446,1081.074744,NA,PARK_Maintenance_Region 5,27
27,780,Shubow Park I,City of Boston,A97,3,Allston-Brighton,0.57,1825 Commonwealth Avenue,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Chiswick Park;  Andrew Jackson Davis Jr Tot Lot,,0,0,24900.60327,770.589469,NA,PARK_Maintenance_Region 4,27
26,739,Medford Street Corridor II,Private, ,7,Charlestown,1.63, , ,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,70903.30005,2679.354406,NA,INFO_Reallocation From Dept,26
25,659,Union Street Park II,City of Boston, ,1,Central Boston,0.03,Congress Street opposite City Hall,Open Space District,"Malls, Squares & Plazas",NULL,BPRD,N,X,Holocaust Mem./Curley Mem.,,0,0,1418.566406,379.2664112,NA,PARK_Maintenance_Ground Maintenance,25
24,179,Blue Hill Rock,BHA, ,6,Mattapan,0.4499289, ,Residential District,Urban Wilds & Natural Areas,NULL,BHA,N, , ,,0,0,19599.25195,603.2684396,NA,INFO_Reallocation From Dept,24
24,254,McMorrow Playground,Commonwealth of Massachusetts,A97,3,Dorchester,5.23186736, ,Industrial District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,227904.1941,2377.886746,NA,INFO_Reallocation From Dept,24
24,402,Reservation Road Park,City of Boston,A97/WPA,3,Hyde Park,6.19562996,151 Res. Road,Industrial District,"Parks, Playgrounds & Athletic Fields",BCC,BPRD,X,X,Mother Brook II,,0,0,406309.2551,4770.622017,NA,PARK_Maintenance_Region 4,24
24,653,Suffolk Downs T Station Lawns,MBTA, ,1,East Boston,0.97,1240 Bennington Street,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,43647.82007,1645.285187,NA,INFO_Reallocation From Dept,24
24,685,Cardinal Cushing Park II,City of Boston,,1,Central Boston,0.07,"IFO 15 New Chardon Street (""One Bowdoin Square"")",Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,Bowdoin Square,,0,0,2972.889893,242.3240462,NA,INFO_Reallocation From Dept,24
24,901,Peter Looney Park,City of Boston,A97,3,Charlestown,0.67,127 Old Rutherford Ave.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X,Rutherford Union Playground,BPRD,0,0,29114.25806,870.2369859,NA,PARK_Maintenance_Region 1,24
23,61,Pemberton Square I,BRA, ,1,Central Boston,0.18485239, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,8052.312256,379.3178496,NA,INFO_Reallocation From Dept,23
23,180,Msgr. Francis A. Ryan Park,Commonwealth of Massachusetts,A97,3,Mattapan,6.14129551, ,Open Space District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,267519.5898,2585.464693,NA,INFO_Reallocation From Dept,23
23,373,Pagoda Park,MassDOT, ,3,Central Boston,0.34,Opposite 144 Kneeland Str.,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,14674.06396,471.6328379,NA,PARK_Maintenance_Region 1,23
22,462,New Chardon Square,Commonwealth of Massachusetts, ,1,Central Boston,1.91, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,83378.78247,1383.547822,NA,INFO_Reallocation From Dept,22
22,518,NCAAA Museum Grounds,Private, ,1,Roxbury,0.8369024, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N, , ,,0,0,36456.12012,903.2950744,NA,INFO_Reallocation From Dept,22
22,564,Russia Wharf Harborwalk,Private,CAT Mit,1,Central Boston,0.06, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,2663.582031,408.1418782,NA,INFO_Reallocation From Dept,22
22,569,I-90 Interchange,MassDOT,CAT Mit,7,Central Boston,1.54, ,Special District,"Malls, Squares & Plazas",NULL,MassDOT,N, , ,,0,0,66995.62207,1007.375083,NA,INFO_Reallocation From Dept,22
22,742,Brookside Community Garden,BNAN,Land Trust,5,Roxbury,0.12,36-44 Merriam Street,Residential District,Community Gardens,BNAN, ,N, , , ,0,0,5396.568604,299.1498892,NA,INFO_Reallocation From Dept,22
22,753,Magazine Street Garden,City of Boston, ,5,Roxbury,0.1922413, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,8154.628662,388.8529338,NA,INFO_Reallocation From Dept,22
21,201,Jeep Jones Park,City of Boston,A97,3,Roxbury,1.82,221 Roxbury Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,79196.28394,1230.883514,NA,PARK_Maintenance_Region 5,21
21,222,Howes Playground,City of Boston,A97,3,Roxbury,1.89, ,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Gertrude Howes Plgd, ,0,0,82441.0481,1206.928744,NA,PARK_Maintenance_Region 5,21
21,376,Lewis Mall,BHA, ,1,East Boston,1.27120513, ,Open Space District,"Malls, Squares & Plazas",NULL,BHA,N,X, ,,0,0,57725.00269,1694.136133,NA,INFO_Reallocation From Dept,21
21,671,Woodhaven Street Lot,Private, ,7,Mattapan,1.2,26-36 Woodhaven Street,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,52386.01929,1064.308856,NA,INFO_Reallocation From Dept,21
21,822,Hillside/Calumet,City of Boston,,7,Jamaica Plain,1.26,Parker and Prospect Streets,Open Space District,Urban Wilds & Natural Areas,,,N,N,Prospect Hillside,DND,0,0,54740.77661,1639.037888,NA,INFO_Reallocation From Dept,21
